Date,Track,Artist,album,Link
140206,Long Distance,"Sun Records, Sicatch",single,https://open.spotify.com/album/6UFlvSQ2QGOq6YfA1rUPQe
140206,mOSHPIT,SickSkrrrt,single,https://open.spotify.com/album/4Z6PLGwhPuzJHgK84CnXas
140206,Ghosts,sina monshi,single,https://open.spotify.com/album/3dx1R6H9xDicbzCZSKNO1F
140206,Noor,Sina Sae,single,https://open.spotify.com/album/1EsNCeRN8aNJ58iPqQz6y0
140206,Mbappe,"Sinaei, Homi",single,https://open.spotify.com/album/5vwwpTcFA3ctQdTGRmr5yy
140206,Pepsiman,"Shazzz, Soalk, ILLNOIZ",single,https://open.spotify.com/album/1ZwNWPoPuET5hFrwOa3uKy
140206,Freestyle,Soren mr,single,https://open.spotify.com/album/166KZtwwBoGBKog3bKv556
140206,Money,Sunboy,single,https://open.spotify.com/album/5qH6qo30qBI3BlrJRXW6vI
140206,Etedal,Sunboy,single,https://open.spotify.com/album/0slfwXoK7fBVtupnfGoQs9
140206,Noghteye Sefr,Sunboy,single,https://open.spotify.com/album/4g01KA7FujFlwduEDwZAjZ
140206,Roobah o Mola,Sunboy,single,https://open.spotify.com/album/12m3SIDFBhmU91EIoAXZo3
140206,Zanjir,Sunboy,single,https://open.spotify.com/album/2Fo1oVY74dIRq9qPEYLfPv
140206,Sansoor,Sunboy,single,https://open.spotify.com/album/59tG6J1p8aeHMfh3QZSsfT
140206,Delgire Bad,Sunboy,single,https://open.spotify.com/album/206exxEAF0W7wJHYVNH7Pe
140206,Beyro,Sunboy,single,https://open.spotify.com/album/1ZlyqOAqRH9gJn5Sqx5Ugg
140206,9 Oclock,The Ariya,single,https://open.spotify.com/album/1kL2vMNBFezhChn7SHXqjv
140206,Kine,The Behdad,single,https://open.spotify.com/album/6ENf4qgoC8OJz588lmnoCy
140206,Angel,The Behdad,single,https://open.spotify.com/album/7ltA4nhXEmQva6zhnlqGjL
140206,Zhest,P.I.A,single,https://open.spotify.com/album/4gV5g6NmtyQxKXE06BxEif
140206,Jupiter,"HesamTiem, Tiem",single,https://open.spotify.com/album/1PzJ6AJmv9MxY41ENViVmG
